DATE,STATION_NAME,LATITUDE,LONGITUDE,precip,snow
2010-01-01,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06,
2010-01-02,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06,
2010-01-03,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07,
2010-01-04,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07,
2010-01-05,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07,
2010-01-06,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06,
2010-01-07,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07,
2010-01-08,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06,
2010-01-09,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.04999999999999993,
2010-01-10,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.050000000000000044,
2010-01-11,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-12,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.04999999999999993,
2010-01-13,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.050000000000000044,
2010-01-14,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.04999999999999993,
2010-01-15,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-16,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.05999999999999994,
2010-01-17,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-18,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.050000000000000044,
2010-01-19,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.050000000000000044,
2010-01-20,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.05999999999999983,
2010-01-21,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.050000000000000044,
2010-01-22,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-23,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-24,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.05999999999999983,
2010-01-25,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07000000000000006,
2010-01-26,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07000000000000006,
2010-01-27,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.06000000000000005,
2010-01-28,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07999999999999985,
2010-01-29,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08000000000000007,
2010-01-30,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08000000000000007,
2010-01-31,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07999999999999985,
2010-02-01,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.07000000000000006,
2010-02-02,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.09000000000000008,
2010-02-03,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08999999999999986,
2010-02-04,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08999999999999986,
2010-02-05,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-06,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.0900000000000003,
2010-02-07,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08999999999999986,
2010-02-08,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-09,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-10,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-11,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-12,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-13,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-14,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-15,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-16,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-17,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-18,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-19,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-20,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000009,
2010-02-21,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999988,
2010-02-22,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-02-23,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.09999999999999964,
2010-02-24,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-02-25,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-02-26,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
2010-02-27,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-02-28,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.09999999999999964,
2010-03-01,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-02,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10000000000000053,
2010-03-03,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.08999999999999986,
2010-03-04,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
2010-03-05,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1299999999999999,
2010-03-06,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.13000000000000078,
2010-03-07,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1299999999999999,
2010-03-08,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-09,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1299999999999999,
2010-03-10,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-11,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
2010-03-12,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1299999999999999,
2010-03-13,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-14,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-15,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-16,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-17,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.1200000000000001,
2010-03-18,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
2010-03-19,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-20,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-21,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
2010-03-22,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-23,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-24,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11999999999999922,
2010-03-25,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-26,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-27,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.09999999999999964,
2010-03-28,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.11000000000000032,
2010-03-29,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.09999999999999964,
2010-03-30,DENTON MUNICPAL AIRPORT TX US,33.206109999999995,-97.19889,0.10999999999999943,
